2023-07-19 14:29:17:749518,0.0,0.0,0.0,0.0,176,177
2023-07-19 14:29:32:202228,0.0,0.0,0.0,0.0,176,177
2023-07-19 15:11:11:047054,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:11:407053,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:11:749540,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:12:144667,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:12:488614,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:12:835668,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:13:190615,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:13:565668,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:13:910667,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:14:254615,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:14:596668,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:14:957687,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:15:299876,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:15:645816,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:15:988768,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:16:331756,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:16:674131,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:17:017236,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:17:361258,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:17:704266,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:18:045335,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:18:388560,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:18:730556,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:19:087457,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:19:431854,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:19:774853,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:20:119149,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:20:461729,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:20:804274,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:21:148480,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:21:490555,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:21:833894,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:22:177360,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:22:520542,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:22:863324,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:23:207479,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:23:553486,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:23:899223,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:24:271962,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:24:620666,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:24:964725,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:25:313076,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:25:657998,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:26:004373,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:26:360945,0.0,0.0,0.0,0.0,161,162
2023-07-19 15:11:26:705407,0.0,0.0,0.0,0.0,161,162
