2023-07-18 17:58:22:225645,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:22:813935,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:23:157307,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:23:500308,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:24:049288,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:24:394772,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:24:737588,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:25:278588,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:25:621654,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:25:965873,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:26:508873,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:26:853774,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:27:197399,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:27:734561,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:28:077663,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:28:420794,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:28:766865,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:29:112234,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:29:455609,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:29:800366,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:30:152094,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:30:501845,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:30:848414,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:31:191466,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:31:537557,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:31:880075,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:32:223250,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:32:571545,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:32:915545,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:33:263545,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:33:605544,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:33:948599,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:34:293598,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:34:637564,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:34:979597,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:35:324597,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:35:668547,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:36:010064,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:36:354960,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:36:699609,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:37:041646,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:37:386594,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:37:738072,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:38:081918,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:38:430041,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:38:774041,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:39:118247,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:39:467246,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:39:811453,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:40:155408,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:40:501102,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:40:846153,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:41:198102,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:41:547153,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:41:891153,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:42:234122,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:42:592155,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:42:938079,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:43:282028,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:43:625106,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:43:969132,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:44:311691,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:44:654692,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:44:998152,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:45:344153,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:45:687486,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:46:031170,0.0,0.0,0.0,0.0,176,175
2023-07-18 17:58:46:385260,0.0,0.0,0.0,0.0,176,175
