Datetime, WindSpeed, WindGust_10min, WindSpeed_10min, WindSpeed_1min, WindDir_1min, WindDir_10min  
2023-07-25 13:06:03,0.0,0.0,0.0,0.0,162,159
2023-07-25 13:06:05,0.0,0.0,0.0,0.0,161,159
2023-07-25 13:06:06,0.0,0.0,0.0,0.0,161,159
2023-07-25 13:06:08,0.0,0.0,0.0,0.0,159,159
2023-07-25 13:06:09,0.0,0.0,0.0,0.0,158,159
2023-07-25 13:06:11,0.0,0.0,0.0,0.0,157,159
2023-07-25 13:06:12,0.0,0.0,0.0,0.0,157,159
2023-07-25 13:06:14,0.0,0.0,0.0,0.0,156,159
2023-07-25 13:06:15,0.0,0.0,0.0,0.0,156,159
2023-07-25 13:06:17,0.0,0.0,0.0,0.0,156,159
2023-07-25 13:06:18,0.0,0.0,0.0,0.0,156,159
2023-07-25 13:06:20,0.0,0.0,0.0,0.0,156,159
2023-07-25 13:06:21,0.0,0.0,0.0,0.0,156,159
2023-07-25 13:06:23,0.0,0.0,0.0,0.0,157,159
2023-07-25 13:06:24,0.0,0.0,0.0,0.0,157,159
2023-07-25 13:06:26,0.0,0.0,0.0,0.0,157,158
2023-07-25 13:06:27,0.0,0.0,0.0,0.0,157,158
2023-07-25 13:06:29,0.0,0.0,0.0,0.0,157,158
2023-07-25 13:06:30,0.0,0.0,0.0,0.0,157,158
2023-07-25 13:06:32,0.0,0.0,0.0,0.0,156,158
2023-07-25 13:06:33,0.0,0.0,0.0,0.0,155,158
2023-07-25 13:06:35,0.0,0.0,0.0,0.0,154,158
2023-07-25 13:06:36,0.0,0.0,0.0,0.0,153,158
2023-07-25 13:06:38,0.0,0.0,0.0,0.0,152,158
2023-07-25 13:06:39,0.0,0.0,0.0,0.0,151,158
2023-07-25 13:06:41,0.0,0.0,0.0,0.0,151,157
2023-07-25 13:06:42,0.0,0.0,0.0,0.0,150,157
2023-07-25 13:06:44,0.0,0.0,0.0,0.0,149,157
2023-07-25 13:06:45,0.0,0.0,0.0,0.0,148,157
2023-07-25 13:06:47,0.0,0.0,0.0,0.0,146,156
2023-07-25 13:06:48,0.0,0.0,0.0,0.0,145,156
2023-07-25 13:06:50,0.0,0.0,0.0,0.0,143,156
2023-07-25 13:06:51,0.0,0.0,0.0,0.0,142,155
2023-07-25 13:06:53,0.0,0.0,0.0,0.0,142,155
2023-07-25 13:06:54,0.0,0.0,0.0,0.0,142,155
2023-07-25 13:06:56,0.0,0.0,0.0,0.0,142,154
2023-07-25 13:06:57,0.0,0.0,0.0,0.0,142,154
2023-07-25 13:06:59,0.0,0.0,0.0,0.0,142,153
2023-07-25 13:07:00,0.0,0.0,0.0,0.0,142,153
2023-07-25 13:07:02,0.0,0.0,0.0,0.0,142,153
2023-07-25 13:07:03,0.0,0.0,0.0,0.0,143,153
2023-07-25 13:07:05,0.0,0.0,0.0,0.0,143,152
2023-07-25 13:07:06,0.0,0.0,0.0,0.0,143,152
2023-07-25 13:07:08,0.0,0.0,0.0,0.0,144,152
2023-07-25 13:07:09,0.0,0.0,0.0,0.0,144,152
2023-07-25 13:07:11,0.0,0.0,0.0,0.0,144,151
2023-07-25 13:07:12,0.0,0.0,0.0,0.0,144,151
2023-07-25 13:07:14,0.0,0.0,0.0,0.0,144,151
2023-07-25 13:07:15,0.0,0.0,0.0,0.0,144,151
2023-07-25 13:07:17,0.0,0.0,0.0,0.0,144,150
2023-07-25 13:07:18,0.0,0.0,0.0,0.0,144,150
2023-07-25 13:07:20,0.0,0.0,0.0,0.0,143,150
2023-07-25 13:07:21,0.0,0.0,0.0,0.0,143,150
2023-07-25 13:07:23,0.0,0.0,0.0,0.0,143,150
2023-07-25 13:07:24,0.0,0.0,0.0,0.0,143,150
2023-07-25 13:07:26,0.0,0.0,0.0,0.0,143,149
2023-07-25 13:07:27,0.0,0.0,0.0,0.0,143,149
2023-07-25 13:07:29,0.0,0.0,0.0,0.0,143,149
2023-07-25 13:07:30,0.0,0.0,0.0,0.0,143,149
2023-07-25 13:07:32,0.0,0.0,0.0,0.0,143,149
2023-07-25 13:07:33,0.0,0.0,0.0,0.0,143,149
2023-07-25 13:07:35,0.0,0.0,0.0,0.0,144,148
2023-07-25 13:07:36,0.0,0.0,0.0,0.0,144,148
2023-07-25 13:07:38,0.0,0.0,0.0,0.0,144,148
2023-07-25 13:07:39,0.0,0.0,0.0,0.0,144,148
2023-07-25 13:07:41,0.0,0.0,0.0,0.0,144,148
2023-07-25 13:07:42,0.0,0.0,0.0,0.0,144,148
2023-07-25 13:07:44,0.0,0.0,0.0,0.0,144,148
2023-07-25 13:07:45,0.0,0.0,0.0,0.0,144,148
2023-07-25 13:07:47,0.0,0.0,0.0,0.0,144,147
2023-07-25 13:07:48,0.0,0.0,0.0,0.0,144,147
2023-07-25 13:07:50,0.0,0.0,0.0,0.0,144,147
2023-07-25 13:07:51,0.0,0.0,0.0,0.0,144,147
2023-07-25 13:07:53,0.0,0.0,0.0,0.0,144,147
2023-07-25 13:07:54,0.0,0.0,0.0,0.0,144,147
2023-07-25 13:07:56,0.0,0.0,0.0,0.0,144,147
2023-07-25 13:07:57,0.0,0.0,0.0,0.0,143,147
2023-07-25 13:07:59,0.0,0.0,0.0,0.0,143,147
2023-07-25 13:08:00,0.0,0.0,0.0,0.0,143,147
2023-07-25 13:08:02,0.0,0.0,0.0,0.0,143,147
2023-07-25 13:08:03,0.0,0.0,0.0,0.0,143,146
2023-07-25 13:08:05,0.0,0.0,0.0,0.0,143,146
2023-07-25 13:08:06,0.0,0.0,0.0,0.0,143,146
2023-07-25 13:08:08,0.0,0.0,0.0,0.0,142,146
2023-07-25 13:08:09,0.0,0.0,0.0,0.0,142,146
2023-07-25 13:08:11,0.0,0.0,0.0,0.0,142,146
2023-07-25 13:08:12,0.0,0.0,0.0,0.0,142,146
2023-07-25 13:08:14,0.0,0.0,0.0,0.0,142,146
2023-07-25 13:08:15,0.0,0.0,0.0,0.0,142,146
2023-07-25 13:08:17,0.0,0.0,0.0,0.0,142,145
2023-07-25 13:08:18,0.0,0.0,0.0,0.0,142,145
2023-07-25 13:08:20,0.0,0.0,0.0,0.0,142,145
2023-07-25 13:08:21,0.0,0.0,0.0,0.0,142,145
2023-07-25 13:08:23,0.0,0.0,0.0,0.0,142,145
2023-07-25 13:08:24,0.0,0.0,0.0,0.0,142,145
2023-07-25 13:08:26,0.0,0.0,0.0,0.0,142,145
2023-07-25 13:08:27,0.0,0.0,0.0,0.0,143,145
2023-07-25 13:08:29,0.0,0.0,0.0,0.0,144,145
2023-07-25 13:08:30,0.0,0.0,0.0,0.0,146,145
2023-07-25 13:08:32,0.0,0.0,0.0,0.0,149,145
